"crash_unit_id","crash_record_id","rd_no","crash_date","unit_no","unit_type","num_passengers","vehicle_id","cmrc_veh_i","make","model","lic_plate_state","vehicle_year","vehicle_defect","vehicle_type","vehicle_use","travel_direction","maneuver","towed_i","fire_i","occupant_cnt","exceed_speed_limit_i","towed_by","towed_to","area_00_i","area_01_i","area_02_i","area_03_i","area_04_i","area_05_i","area_06_i","area_07_i","area_08_i","area_09_i","area_10_i","area_11_i","area_12_i","area_99_i","first_contact_point","cmv_id","usdot_no","ccmc_no","ilcc_no","commercial_src","gvwr","carrier_name","carrier_state","carrier_city","hazmat_placards_i","hazmat_name","un_no","hazmat_present_i","hazmat_report_i","hazmat_report_no","mcs_report_i","mcs_report_no","hazmat_vio_cause_crash_i","mcs_vio_cause_crash_i","idot_permit_no","wide_load_i","trailer1_width","trailer2_width","trailer1_length","trailer2_length","total_vehicle_length","axle_cnt","vehicle_config","cargo_body_type","load_type","hazmat_out_of_service_i","mcs_out_of_service_i","hazmat_class"
"1257924","b44095861715e59c9c1e5b8a2ff53afb5685f3564e8c7220e1ce20671caf471104fa975d7489aa80b4f4bf379836f5313d6e1a606d9dbaaddd8547b4d8d17ed3","JF104089","2021-12-30T15:06:00.000","2","DRIVER",,"1194042",,"KIA","TELLURIDE","IL","2020","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"Y",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254892","e2ba262e938b60a961a27caba2b10af128edd8c432cff5fd7e995720df4f5c29f0692496d73d395f2600f774134b65c20a06b44829e80441a873212c898b3e8c","JE493121","2021-12-30T15:00:00.000","1","DRIVER",,"1191176",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254893","e2ba262e938b60a961a27caba2b10af128edd8c432cff5fd7e995720df4f5c29f0692496d73d395f2600f774134b65c20a06b44829e80441a873212c898b3e8c","JE493121","2021-12-30T15:00:00.000","2","PARKED",,"1191185",,"LINCOLN","MKZ","IL","2017","UNKNOWN","PASSENGER","PERSONAL","UNKNOWN","PARKED",,,"0",,,,,,,,,,,,,,"Y","Y",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254869","184e74e0ba49d48315f3d83bdc2e5d49e16e94b1b654125097b299823c78555d5e5a2c9e9221929c0b833500bf3d951ae9977863fec02508b947573251deb676","JE493051","2021-12-30T14:51:00.000","1","DRIVER","1","1191156",,"TOYOTA","PRIUS","IL","2014","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD","Y",,"2",,"PRIVATE INSURANCE","UNKNOWN",,"N",,,,,"N",,,,,"Y","Y",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254870","184e74e0ba49d48315f3d83bdc2e5d49e16e94b1b654125097b299823c78555d5e5a2c9e9221929c0b833500bf3d951ae9977863fec02508b947573251deb676","JE493051","2021-12-30T14:51:00.000","2","DRIVER",,"1191164",,"TESLA","MODEL 3","IL","2018","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD","Y",,"1",,"PRIVATE INSURANCE","UNKNOWN",,,,,,"Y","Y","Y",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254898","1f3386813c4d4b0a4a9bf63150f1a99b5be54a7686269c09770e17de5bf393b246f00304752acc4b5390da61df21148a97621655fb9be119de09e372c8453cc7","JE493067","2021-12-30T14:45:00.000","1","DRIVER",,"1191190",,"FORD","ESCAPE","IL","2019","NONE","PASSENGER","PERSONAL","N","MERGING","Y",,"1",,"PERSONAL","UNKNOWN",,,,,,,,,,"N","Y","Y",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254899","1f3386813c4d4b0a4a9bf63150f1a99b5be54a7686269c09770e17de5bf393b246f00304752acc4b5390da61df21148a97621655fb9be119de09e372c8453cc7","JE493067","2021-12-30T14:45:00.000","2","DRIVER",,"1191202",,"DODGE","DURANGO","IL","2003","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,"Y","Y","Y",,,"Y","Y",,,,"Y",,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254940","e5e9b519b7d911f0c3e4826dd12f75e0d4a6809c835c80bce1d785cf5e6f12c631e65a3aa0f1e81068320be85f8d9585b31674afe04475b9696bd471b485c93a","JE493198","2021-12-30T14:45:00.000","1","DRIVER",,"1191225",,"CHEVROLET","BOLT","MI","2020","NONE","PASSENGER","PERSONAL","W","CHANGING LANES",,,"1",,,,,"Y",,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254941","e5e9b519b7d911f0c3e4826dd12f75e0d4a6809c835c80bce1d785cf5e6f12c631e65a3aa0f1e81068320be85f8d9585b31674afe04475b9696bd471b485c93a","JE493198","2021-12-30T14:45:00.000","2","DRIVER","1","1191227",,"TOYOTA","RAV4","IL","2021","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","SLOW/STOP IN TRAFFIC",,,"2",,,,,,,,,,,"Y",,,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254918","5ef4164b98d014aeec33191387e938cff3692e4a3b1f2adefe8b07aca98e23e571aa6f244391ae6639a6389d9cf977bc7ada04bb6befeec0c51dadc7eb8cb9d9","JE493014","2021-12-30T14:30:00.000","1","DRIVER",,"1191206",,"NISSAN","SENTRA","IL","2016","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD","Y",,"1",,"own insurance","unknown",,"Y",,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254919","5ef4164b98d014aeec33191387e938cff3692e4a3b1f2adefe8b07aca98e23e571aa6f244391ae6639a6389d9cf977bc7ada04bb6befeec0c51dadc7eb8cb9d9","JE493014","2021-12-30T14:30:00.000","2","DRIVER",,"1191219",,"DODGE","JOURNEY","IL","2017","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254848","8bc860ee70379f71463a180061126f59f85c821602b059e39079ea4419ba5571dfdf7121631a80208016774af72bf1cb5f5e893ebe658f36b02f571b778fdf97","JE493021","2021-12-30T14:30:00.000","1","DRIVERLESS",,"1191139",,"DODGE","DURANGO",,"2018","NONE","PASSENGER","PERSONAL","UNKNOWN","BACKING",,,"0",,,,,,,,,"Y","Y","Y",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254849","8bc860ee70379f71463a180061126f59f85c821602b059e39079ea4419ba5571dfdf7121631a80208016774af72bf1cb5f5e893ebe658f36b02f571b778fdf97","JE493021","2021-12-30T14:30:00.000","2","PARKED",,"1191140",,"NISSAN","SENTRA",,"2014","NONE","PASSENGER","PERSONAL","UNKNOWN","PARKED",,,"0",,,,,,,,,"Y","Y","Y",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254938","8475fc0426a2e02d9723a791827792fe47cbba3a9edf25aeba8f35d2603ec8199c755884733e329158544a402a11bbeb4368b0911a925155ec8965f2e57b2098","JE493197","2021-12-30T14:25:00.000","1","DRIVER","1","1191226",,"FORD","OTHER (EXPLAIN IN NARRATIVE)","IL","2020","UNKNOWN","BUS OVER 15 PASS.","UNKNOWN/NA","S","STRAIGHT AHEAD",,,"2",,,,"Y",,,,,,,,,,,,,,"NONE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254939","8475fc0426a2e02d9723a791827792fe47cbba3a9edf25aeba8f35d2603ec8199c755884733e329158544a402a11bbeb4368b0911a925155ec8965f2e57b2098","JE493197","2021-12-30T14:25:00.000","2","PARKED",,"1191230",,"SUBARU","FORESTER","IL",,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","S","PARKED IN TRAFFIC LANE",,,"0",,,,,,,,,,,,,,,"Y",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254844","d3accda38e6e653844fec0aeaca60e7565b7d7ca351d69a5b5c9552ad82f5394d53f56851c6539092e711aff1b7d5daef712ed32eea10710e2f481e3b68044c5","JE493011","2021-12-30T14:20:00.000","1","DRIVER",,"1191132",,"HYUNDAI","KONA",,"2019","NONE","PASSENGER","PERSONAL","UNKNOWN","TURNING LEFT",,,"1",,,,,,,,,,,,,,"Y","Y","Y",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254845","d3accda38e6e653844fec0aeaca60e7565b7d7ca351d69a5b5c9552ad82f5394d53f56851c6539092e711aff1b7d5daef712ed32eea10710e2f481e3b68044c5","JE493011","2021-12-30T14:20:00.000","2","DRIVER",,"1191135",,"PONTIAC","G8",,"2008","NONE","PASSENGER","PERSONAL","UNKNOWN","STRAIGHT AHEAD",,,"1",,,,,"Y","Y",,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254910","0edbe853b412c84f68e74ae66fa8da88cdb3b0c14774d3f57376612411c8e7f95e1346bd1e8cc5fced2f13c4437b0bc119397ad548b530ec141434033840575f","JE493163","2021-12-30T14:00:00.000","1","DRIVER",,"1191188",,"UNKNOWN","MOTORIZED",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254911","0edbe853b412c84f68e74ae66fa8da88cdb3b0c14774d3f57376612411c8e7f95e1346bd1e8cc5fced2f13c4437b0bc119397ad548b530ec141434033840575f","JE493163","2021-12-30T14:00:00.000","2","PARKED",,"1191189",,"JEEP","PATRIOT",,"2010","NONE","SPORT UTILITY VEHICLE (SUV)","NOT IN USE","UNKNOWN","PARKED",,,"0",,,,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254852","3a45b18d31470425dbb45d1ba590199c56b54498e014ec4d96d7b399122f0b59bc362a5b2b9c8ffc2db327f26fda60f3558693f42ed42fcdfd8e639a93ab55b8","JE493026","2021-12-30T14:00:00.000","1","DRIVER",,"1191143",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)","IL",,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254853","3a45b18d31470425dbb45d1ba590199c56b54498e014ec4d96d7b399122f0b59bc362a5b2b9c8ffc2db327f26fda60f3558693f42ed42fcdfd8e639a93ab55b8","JE493026","2021-12-30T14:00:00.000","2","PARKED",,"1191145",,"AUDI","Q5","IL","2019","NONE","PASSENGER","PERSONAL","UNKNOWN","PARKED",,,"0",,,,,,,,,,,"Y","Y","Y",,,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1273121","74008b9635334aab0531f29e946deda9a75baedd9c3724b4e1675eb1bdfb69af49da2faf4e51b07728a5d83f8afe7c2b0a796de999dc45f163f80e93546ccf30","JE493269","2021-12-30T14:00:00.000","1","DRIVER",,"1208645",,"CADILLAC","CTS","IN","2008","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,"Y","Y",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1273122","74008b9635334aab0531f29e946deda9a75baedd9c3724b4e1675eb1bdfb69af49da2faf4e51b07728a5d83f8afe7c2b0a796de999dc45f163f80e93546ccf30","JE493269","2021-12-30T14:00:00.000","2","DRIVER",,"1208646",,"MAZDA","TRIBUTE","IL","2004","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","TURNING LEFT",,,"1",,,,,,,,"Y",,,,,,,,,,"REAR-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254904","fb81c16dc79781ba60104f0895f4e2c8a21aa6e393eba34e1fc1dc69f6a572fbf0b492483e3ea878b7c1e025bcf301af694843c912a22254ae1e8060695a5072","JE493084","2021-12-30T14:00:00.000","1","DRIVER","1","1191199",,"HONDA","ACCORD","IL","2016","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD","Y",,"2",,,,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254905","fb81c16dc79781ba60104f0895f4e2c8a21aa6e393eba34e1fc1dc69f6a572fbf0b492483e3ea878b7c1e025bcf301af694843c912a22254ae1e8060695a5072","JE493084","2021-12-30T14:00:00.000","2","DRIVER",,"1191210",,"BMW","535 SERIES","IL","2010","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD","Y",,"1",,,,,"Y","Y",,,,,,"Y","Y",,,"Y",,"FRONT-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254906","fb81c16dc79781ba60104f0895f4e2c8a21aa6e393eba34e1fc1dc69f6a572fbf0b492483e3ea878b7c1e025bcf301af694843c912a22254ae1e8060695a5072","JE493084","2021-12-30T14:00:00.000","3","PARKED",,"1191214",,"KIA","AMANTI","IL","2006","UNKNOWN","PASSENGER","PERSONAL","S","PARKED",,,"0",,,,,"Y","Y",,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1256738","0897a3ecc55cdfd759cacb25ffe92342e6d2a65a36912169cca4e01815da68e2c3fc7978a0d3f4d69e4db6e39c7a88d4da478c269e2fd71d1030bbaeecd1120b","JF102001","2021-12-30T13:45:00.000","1","DRIVER",,"1192912",,"LEXUS","OTHER (EXPLAIN IN NARRATIVE)","IL","2005","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,"Y","Y","Y",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1256739","0897a3ecc55cdfd759cacb25ffe92342e6d2a65a36912169cca4e01815da68e2c3fc7978a0d3f4d69e4db6e39c7a88d4da478c269e2fd71d1030bbaeecd1120b","JF102001","2021-12-30T13:45:00.000","2","DRIVER",,"1192922",,"CHRYSLER","TOWN & COUNTRY","IL","2006","UNKNOWN","VAN/MINI-VAN","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,"Y","Y","Y",,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254867","397dafac8379700ccd15ef721acdf53b679b0ac2b3e065fdd2dfb6bd743f5728daab671ec8e36a17f4700b4f38489315d9fd61ea8dca7fa90f7192080e86a0cf","JE493077","2021-12-30T13:45:00.000","1","DRIVER",,"1191155",,"TOYOTA","CAMRY","IL","2012","NONE","PASSENGER","PERSONAL","SW","TURNING RIGHT",,,"1",,,,,,,,,,,,,,,"Y",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254868","397dafac8379700ccd15ef721acdf53b679b0ac2b3e065fdd2dfb6bd743f5728daab671ec8e36a17f4700b4f38489315d9fd61ea8dca7fa90f7192080e86a0cf","JE493077","2021-12-30T13:45:00.000","2","DRIVER",,"1191158",,"CHEVROLET","CRUZE","IL","2012","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,"Y","Y",,,,,,,,,"REAR-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254864","54dc712b174ecba796ef2cf0749c88dd37861a252da99a78f9fbde2d709c65537a468be4249faf0c1fa9f0bd3a52c5723005a0b762f7f7b983af422fe1519829","JE493025","2021-12-30T13:45:00.000","1","DRIVER","1","1191153",,"ISUZU","TRUCK","IL","2004","UNKNOWN","TRUCK - SINGLE UNIT","OTHER","E","STRAIGHT AHEAD",,,"2",,,,,,,,,,,,,,"Y","N",,,"UNDER CARRIAGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254842","f90745899c40f7ffee48a3acdbd7fd93c254df5d0be41f58de3fcaf6504b6450ff2ed62f026bd35f75606997016f448b61a78048c785ca819badebaece2b679b","JE492991","2021-12-30T13:35:00.000","1","DRIVER",,"1191133",,"CHEVROLET","MALIBU","IL","2016","NONE","PASSENGER","UNKNOWN/NA","W","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254843","f90745899c40f7ffee48a3acdbd7fd93c254df5d0be41f58de3fcaf6504b6450ff2ed62f026bd35f75606997016f448b61a78048c785ca819badebaece2b679b","JE492991","2021-12-30T13:35:00.000","2","DRIVER",,"1191138",,"HYUNDAI","ELANTRA","IL","2017","NONE","PASSENGER","OTHER","W","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,"Y","Y","Y",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254865","8faec7bd1361889896f940c0af98cc9c74d827a782eb86dba0fb2f7545ccf862a3f38ac5e5210f187da59a2ecee9a04d9270438186b3e6bfc5d236065e05046c","JE492987","2021-12-30T13:30:00.000","1","DRIVER",,"1191197",,"INFINITI","QX50","IL","2019","NONE","PASSENGER","PERSONAL","S","ENTERING TRAFFIC LANE FROM PARKING",,,"1",,,,,,,,,,,,,,,"Y",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254866","8faec7bd1361889896f940c0af98cc9c74d827a782eb86dba0fb2f7545ccf862a3f38ac5e5210f187da59a2ecee9a04d9270438186b3e6bfc5d236065e05046c","JE492987","2021-12-30T13:30:00.000","2","DRIVER",,"1191203",,"DODGE","MAGNUM","IL","2007","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,"Y",,,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1258939","4fe6abc2507d44d5ee4a35ddd7d8d052d17dc882cca59084d147e1d6d0eacfc62e3d2897fc6e5c5ac1a7af2b9e7ca61531db4b326421376d452921669b01fada","JF105903","2021-12-30T13:25:00.000","1","DRIVER",,"1195015",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,"Y","OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1258940","4fe6abc2507d44d5ee4a35ddd7d8d052d17dc882cca59084d147e1d6d0eacfc62e3d2897fc6e5c5ac1a7af2b9e7ca61531db4b326421376d452921669b01fada","JF105903","2021-12-30T13:25:00.000","2","DRIVER","1","1195019",,"HYUNDAI","SONATA","IL","2015","UNKNOWN","PASSENGER","UNKNOWN/NA","W","SLOW/STOP IN TRAFFIC",,,"2",,,,,,,,,"Y","Y","Y",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254831","9a72c74aad8aa30f3c7718373b60c3a1bafc87e0872c4398b96fec4c0bfabaa232489427c985bcb249a24ad4e772904827116d472379191324410348c5669f8f","JE492970","2021-12-30T13:20:00.000","1","DRIVER",,"1191122",,"HYUNDAI","TUCSON","IL","2012","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","ENTERING TRAFFIC LANE FROM PARKING",,,"1",,,,,,,,,,,,,,,"Y",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254832","9a72c74aad8aa30f3c7718373b60c3a1bafc87e0872c4398b96fec4c0bfabaa232489427c985bcb249a24ad4e772904827116d472379191324410348c5669f8f","JE492970","2021-12-30T13:20:00.000","2","DRIVER",,"1191116",,"CHEVROLET","SILVERADO","IL","2000","NONE","PICKUP","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254827","46dfa97ade2d813b54ffb368f405361b1b04b2305b966ec20a964b9dacd8b705238930fe28ee6d344bd08d9b405cffe94b8ac9f89729dc85a1e8b0603800fed9","JE492958","2021-12-30T13:16:00.000","1","DRIVER","1","1191115",,"AUDI","OTHER (EXPLAIN IN NARRATIVE)","IL","2014","NONE","PASSENGER","PERSONAL","S","TURNING LEFT",,,"2",,,,,,,,,,,,,,"Y","Y",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254828","46dfa97ade2d813b54ffb368f405361b1b04b2305b966ec20a964b9dacd8b705238930fe28ee6d344bd08d9b405cffe94b8ac9f89729dc85a1e8b0603800fed9","JE492958","2021-12-30T13:16:00.000","2","DRIVER",,"1191120",,"FORD","EXPLORER","IL","2013","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,"Y","Y",,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254896","5b0a89c702723d7a602c1bc38b5d8782d2f75d1bed3791a59792b378a17a44c6a97c580abbd32e7da559053c25dbef8805ea6fe039de6d469e3a7b9be8b5a9ad","JE493106","2021-12-30T13:15:00.000","1","DRIVER",,"1191181",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254897","5b0a89c702723d7a602c1bc38b5d8782d2f75d1bed3791a59792b378a17a44c6a97c580abbd32e7da559053c25dbef8805ea6fe039de6d469e3a7b9be8b5a9ad","JE493106","2021-12-30T13:15:00.000","2","PARKED",,"1191184",,"MERCEDES-BENZ","500 SERIES","IL","2010","NONE","PASSENGER","NOT IN USE","W","PARKED","Y",,"0",,"aaa","unknown",,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254902","6ba17f063fd0fcd4dcbf0f7e8a1978c987a896ea6f0ff6a8d70b49bbf99e8781ce416c69f3be5790df8efd69eb73703b39c61fe63e87412e783a1b5bdc46ccb1","JE493135","2021-12-30T13:10:00.000","1","DRIVER",,"1191207",,"CHRYSLER","PACIFICA","IL","2018","UNKNOWN","PASSENGER","PERSONAL","N","U-TURN",,,"1",,,,,,,,,,,,"Y","Y","Y",,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254903","6ba17f063fd0fcd4dcbf0f7e8a1978c987a896ea6f0ff6a8d70b49bbf99e8781ce416c69f3be5790df8efd69eb73703b39c61fe63e87412e783a1b5bdc46ccb1","JE493135","2021-12-30T13:10:00.000","2","DRIVER",,"1191192",,"MINI","CLUBMAN","IL","2020","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"N","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254829","38a25283b7ff7d12edece6a2fce63cc3517bacb10b8a66c122ddd6a7c09da838b0a079720c480519ad66f5dd0cd663451e8ee55246fa90420fa3849aa8d96941","JE492922","2021-12-30T13:00:00.000","1","DRIVER",,"1191124",,"TOYOTA","COROLLA","IL","2018","BRAKES","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254830","38a25283b7ff7d12edece6a2fce63cc3517bacb10b8a66c122ddd6a7c09da838b0a079720c480519ad66f5dd0cd663451e8ee55246fa90420fa3849aa8d96941","JE492922","2021-12-30T13:00:00.000","2","DRIVER",,"1191128",,"MERCEDES-BENZ","C300","IL","2010","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,"Y","Y","Y",,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254850","8a57bfc4485e14b37f169d68637f997e893d76a163e9580b5313e917ad83fe0d6753b7a9088ddc4e5a16dacd9a6c099e006613953e8d627e52b41e870f9d711a","JE493020","2021-12-30T13:00:00.000","1","DRIVER",,"1191141",,"NISSAN","ROGUE","IL","2008","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","W","TURNING LEFT",,,"1",,,,,,,,,,,,,,,,"Y",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254851","8a57bfc4485e14b37f169d68637f997e893d76a163e9580b5313e917ad83fe0d6753b7a9088ddc4e5a16dacd9a6c099e006613953e8d627e52b41e870f9d711a","JE493020","2021-12-30T13:00:00.000","2","DRIVER",,"1191144",,"CHEVROLET","CRUZE","IL","2014","UNKNOWN","PASSENGER","UNKNOWN/NA","E","STRAIGHT AHEAD","Y",,"1",,,,,,,,,,,,,,"Y","Y",,,"UNDER CARRIAGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255206","d48662d7045d75337b146547053bd68bb0f1ab42f5e13948ef8a538280b1611fcbcbab9cb7d6bc68dffc18fa69000aabbd94920a86df3cd6269198a74a9a79e4","JE493758","2021-12-30T13:00:00.000","1","DRIVER",,"1191474",,"GENERAL MOTORS CORPORATION (GMC)","TERRAIN","IL","2016","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","N","ENTERING TRAFFIC LANE FROM PARKING",,,"1",,,,,,,,,,,,,,,"Y",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1255207","d48662d7045d75337b146547053bd68bb0f1ab42f5e13948ef8a538280b1611fcbcbab9cb7d6bc68dffc18fa69000aabbd94920a86df3cd6269198a74a9a79e4","JE493758","2021-12-30T13:00:00.000","2","DRIVER",,"1191478",,"FORD","FOCUS","IL","2014","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,"Y","Y","Y","Y",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1254807","d2eb03c3a136d669ddfcfd6d056200e73307c6dde6dcab293e7957a7e56e09032f8ad724af25aea6db1be245f8f9775c5736ebbbfd99e238ba921b59b679bdb5","JE492929","2021-12-30T12:50:00.000","1","DRIVER",,"1191101",,"FORD","ESCAPE","IL","2002","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","TURNING LEFT",,,"1",,,,,,,,"Y",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
